Quadrant_No.,TVDSS_Driller,Platform,Completion_Date,url,Country_Code,lng,Completion_Status,Block_Suffix,Primary_Target,Block_No.,Deviated_Well,Date_TD_Reached,Drilling_Sequence_No.,lat,Water_Depth,Original_Intent,Datum_Elevation,Spud_Date,Well_Registration_No.,Datum_Type,Ground_Elevation,Wellbore_Type,Total_MD_Logger,Total_MD_Driller,Onshore/Offshore,Slot_No.
211,,,1995-04-07,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=20&p_well_suffix=+,United Kingdom,1.281517,Abandoned,a,LW2,12,Vertical,1995-04-06,20,61.631016,0,Development,0,1995-03-04,211/12a- 20,Mean Sea Level,0,Initial,,,Offshore,
211,11512.303,,1995-02-20,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=19&p_well_suffix=+,United Kingdom,1.261881,Suspended,a,V,12,Vertical,1995-02-07,19,61.539996,601.706,Exploration,85.302,1994-12-11,211/12a- 19,KB,0,Initial,,12293.307,Offshore,
211,,,1996-08-24,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=19&p_well_suffix=Z,United Kingdom,1.26189,Completed,a,V,12,Vertical,1996-08-24,19,61.539994,600.39,Development,85.302,1996-07-24,211/12a- 19Z,KB,,Sidetrack,,,Offshore,
211,10298.228,,1994-10-09,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=18&p_well_suffix=+,United Kingdom,1.261756,Suspended,a,U,12,Vertical,1994-09-29,18,61.607891,616.798,Appraisal,85.302,1994-09-04,211/12a- 18,KB,0,Initial,0,10879.265,Offshore,
211,10560,,1993-11-05,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=16&p_well_suffix=+,United Kingdom,1.294925,Completed,a,S,12,Vertical,1993-10-01,16,61.605875,186.708288,Development,25.8010152,1993-09-26,211/12a- 16,KB,0,Initial,0,3246.7296,Offshore,
211,10622.047,,1994-09-03,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=17&p_well_suffix=+,United Kingdom,1.366098,Suspended,a,A,12,Vertical,1994-08-24,17,61.659406,599.081,Development,85.302,1994-07-27,211/12a- 17,KB,0,Initial,0,11204.068,Offshore,D4
211,0,,1992-01-16,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=14&p_well_suffix=+,United Kingdom,1.24225,Abandoned,a,Q,12,Vertical,1992-01-06,14,61.635333,192.00876,Appraisal,26.0012688,1991-10-22,211/12a- 14,KB,0,Initial,0,3191.13408,Offshore,
211,3227,,1981-06-14,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=12&p_well_suffix=A,United Kingdom,1.286861,Completed,a,F,12,Vertical,1981-05-30,12,61.576278,182.0,Development,25.0,1981-04-11,211/12a- 12A,RT,,Re-Spud,0,3252.0,Offshore,
211,3365,,1984-04-02,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=13&p_well_suffix=+,United Kingdom,1.279003,Completed,a,H,12,Deviated,1984-02-15,13,61.587628,186.5,Development,24.5,1983-12-15,211/12a- 13,RT,,Initial,0,3389.0,Offshore,
211,,,1985-10-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=11&p_well_suffix=Z,United Kingdom,1.309744,Completed,a,E,12,Vertical,1985-10-15,11,61.586939,601.05,Development,82.021,1985-09-21,211/12a- 11Z,KB,0,Sidetrack,0,10797.244,Offshore,
211,10456.037,,1979-08-12,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=10&p_well_suffix=+,United Kingdom,1.366082,Suspended,a,A,12,Vertical,1979-07-26,10,61.659765,592.0,Development,82.0,1979-06-25,211/12a- 10,KB,0,Initial,0,10538.058,Offshore,
211,10728.346,,1981-02-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=11&p_well_suffix=+,United Kingdom,1.309744,Completed,a,E,12,Vertical,1980-12-22,11,61.586939,183.2,Development,82.0,1980-10-14,211/12a- 11,KB,0,Initial,0,10810.367,Offshore,
211,11557.743,,1978-04-14,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=8&p_well_suffix=+,United Kingdom,1.218931,Abandoned,,A,12,Vertical,1978-04-10,8,61.587857,608.1,Exploration,82.6,1978-02-11,211/12- 8,KB,0,Initial,0,11640.42,Offshore,
211,11154.856,,1979-05-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=a&p_platform=+&p_drilling_seq_no=9&p_well_suffix=+,United Kingdom,1.335882,Abandoned,a,A,12,Vertical,1979-04-15,9,61.619599,603.5,Development,82.0,1979-02-15,211/12a- 9,KB,0,Initial,0,11236.877,Offshore,
211,10744.751,,1977-10-01,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=7&p_well_suffix=+,United Kingdom,1.245933,Abandoned,,A,12,Vertical,1977-09-30,7,61.623259,626.8,Appraisal,83.661,1977-08-01,211/12- 7,KB,0,Initial,0,10830.052,Offshore,
211,0,,1976-12-21,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=5&p_well_suffix=+,United Kingdom,1.295049,Completed,,A,12,Vertical,1976-11-13,5,61.605868,695.3,Appraisal,87.0,1976-09-26,211/12- 5,KB,0,Initial,0,11135.171,Offshore,
211,10681.43,,1977-03-09,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=6&p_well_suffix=+,United Kingdom,1.342142,Suspended,,A,12,Vertical,1977-03-09,6,61.652117,592.6,Appraisal,83.0,1977-01-03,211/12- 6,KB,0,Initial,0,10764.436,Offshore,
211,0,,1976-09-24,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=4&p_well_suffix=+,United Kingdom,1.276113,Abandoned,,A,12,Vertical,1976-09-18,4,61.56159,683.8,Appraisal,85.0,1976-08-01,211/12- 4,KB,0,Initial,0,12086.614,Offshore,
211,0,,1975-09-04,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=2&p_well_suffix=+,United Kingdom,1.357472,Abandoned,,,12,Vertical,1975-08-01,2,61.636361,210.9216,Appraisal,30.48,1975-05-16,211/12- 2,KB,0,Initial,0,3649.3704,Offshore,
211,0,,1976-04-27,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=3&p_well_suffix=A,United Kingdom,1.279003,Completed,,,12,Vertical,1976-03-28,3,61.587628,209.03184,Appraisal,25.908,1976-01-17,211/12- 3A,RT,,Re-Spud,0,3261.9696,Offshore,
211,0,,1986-04-18,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=11&p_block_suffix=b&p_platform=+&p_drilling_seq_no=4&p_well_suffix=+,United Kingdom,1.185972,Abandoned,b,A,11,Vertical,1986-04-14,4,61.63675,194.03568,Exploration,25.87752,1986-01-21,211/11b- 4,KB,0,Initial,0,4587.94104,Offshore,
211,0,,1974-07-27,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=12&p_block_suffix=+&p_platform=+&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.283889,Abandoned,,A,12,Vertical,1974-06-27,1,61.61575,189.64656,Exploration,28.07208,1974-03-31,211/12- 1,KB,0,Initial,0,3850.0001232,Offshore,
211,0,,1989-08-26,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=11&p_block_suffix=a&p_platform=+&p_drilling_seq_no=5&p_well_suffix=+,United Kingdom,1.111694,Abandoned,a,B,11,Vertical,1989-08-18,5,61.555139,184.0992,Exploration,26.8224,1989-07-21,211/11a- 5,KB,0,Initial,0,3233.0136,Offshore,
211,8503,,1991-01-21,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=11&p_block_suffix=a&p_platform=+&p_drilling_seq_no=6&p_well_suffix=+,United Kingdom,1.045299,Abandoned,a,W,11,Vertical,1991-01-07,6,61.57242,184.7088,Exploration,26.8224,1990-12-05,211/11a- 6,KB,0,Initial,0,2619.4512,Offshore,
211,11830,,1984-08-15,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=11&p_block_suffix=a&p_platform=+&p_drilling_seq_no=3&p_well_suffix=+,United Kingdom,1.171361,Abandoned,a,C,11,Vertical,1984-07-23,3,61.557889,185.928,Exploration,25.908,1984-06-06,211/11a- 3,KB,0,Initial,0,3631.692,Offshore,
211,10567,,1974-08-31,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=11&p_block_suffix=+&p_platform=+&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.164792,Abandoned,,A,11,Vertical,1974-08-07,1,61.596569,186.5376,Exploration,25.6032,1974-05-25,211/11- 1,KB,0,Initial,0,3388.1568,Offshore,
211,0,,1977-02-19,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=11&p_block_suffix=+&p_platform=+&p_drilling_seq_no=2&p_well_suffix=+,United Kingdom,1.044861,Abandoned,,,11,Vertical,1977-02-11,2,61.50075,182.2704,Exploration,25.908,1976-12-25,211/11- 2,KB,0,Initial,0,3191.256,Offshore,
211,,,2010-06-21,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=8&p_block_suffix=c&p_platform=+&p_drilling_seq_no=4&p_well_suffix=Z,United Kingdom,1.498574,Suspended,c,Z,8,Deviated,2010-05-24,4,61.682802,252.984,Appraisal,24.9936,2010-05-18,211/08c- 4Z,RT,,Sidetrack,,,Offshore,
211,0,,1990-01-12,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=8&p_block_suffix=b&p_platform=+&p_drilling_seq_no=3&p_well_suffix=+,United Kingdom,1.425306,Abandoned,b,C,8,Vertical,1989-12-17,3,61.676333,173.736,Exploration,25.2984,1989-10-21,211/08b- 3,KB,0,Initial,0,4287.6216,Offshore,
211,,,2010-05-18,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=8&p_block_suffix=c&p_platform=+&p_drilling_seq_no=4&p_well_suffix=+,United Kingdom,1.498574,Abandoned,c,A,8,Deviated,2010-05-08,4,61.682802,252.984,Exploration,24.9936,2010-04-13,211/08c- 4,RT,,Initial,,,Offshore,
211,11506,,1977-08-08,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=8&p_block_suffix=+&p_platform=+&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.517306,Abandoned,,,8,Vertical,1977-07-28,1,61.680778,276.4536,Exploration,31.0896,1977-05-08,211/08- 1,KB,0,Initial,0,3711.5496,Offshore,
211,10327,,1987-06-05,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=8&p_block_suffix=a&p_platform=+&p_drilling_seq_no=2&p_well_suffix=+,United Kingdom,1.559639,Abandoned,a,B,8,Vertical,1987-05-21,2,61.688417,306.324,Exploration,25.908,1987-04-22,211/08a- 2,KB,0,Initial,0,3377.184,Offshore,
211,,,1996-10-07,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=a&p_platform=+&p_drilling_seq_no=6&p_well_suffix=+,United Kingdom,1.341114,Suspended,a,J,7,Vertical,1996-10-06,6,61.676511,1958.7,Appraisal,279.86,1996-09-07,211/07a- 6,KB,,Initial,,,Offshore,
211,10478,,1990-07-22,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=a&p_platform=+&p_drilling_seq_no=5&p_well_suffix=+,United Kingdom,1.302639,Abandoned,a,H,7,Vertical,1990-06-30,5,61.667778,185.6232,Exploration,25.96896,1990-05-01,211/07a- 5,KB,0,Initial,0,3219.87672,Offshore,
211,10578,,1990-07-18,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=a&p_platform=+&p_drilling_seq_no=5&p_well_suffix=Z,United Kingdom,1.302644,Suspended,a,H,7,Vertical,1990-06-19,5,61.667789,185.928,Exploration,25.908,1990-06-01,211/07a- 5Z,KB,,Sidetrack,,3250.0824,Offshore,
211,5679.3,,1987-10-23,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=a&p_platform=+&p_drilling_seq_no=4&p_well_suffix=+,United Kingdom,1.2395,Abandoned,a,D,7,Vertical,1987-10-12,4,61.709083,190.43904,Exploration,24.9936,1987-10-01,211/07a- 4,KB,0,Initial,0,1755.92232,Offshore,
211,0,,1981-03-30,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=a&p_platform=+&p_drilling_seq_no=2&p_well_suffix=+,United Kingdom,1.277361,Abandoned,a,B,7,Vertical,1980-01-06,2,61.687889,188.42736,Exploration,24.9936,1979-11-17,211/07a- 2,KB,0,Initial,0,4534.8144,Offshore,
211,10501.969,,1981-08-31,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=a&p_platform=+&p_drilling_seq_no=3&p_well_suffix=+,United Kingdom,1.369378,Completed,a,C,7,Vertical,1981-07-30,3,61.668238,590.4,Development,82.0,1981-06-17,211/07a- 3,KB,0,Initial,0,10583.99,Offshore,
211,0,,1976-07-31,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=7&p_block_suffix=+&p_platform=+&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.378394,Suspended,,,7,Vertical,1976-07-07,1,61.666922,178.94808,Exploration,25.908,1976-05-06,211/07- 1,KB,0,Initial,0,3923.9952,Offshore,
211,11195,,1987-06-14,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=1&p_block_suffix=a&p_platform=+&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.063139,Abandoned,a,A,1,Vertical,1987-06-14,1,61.91,207.8736,Exploration,26.5176,1987-05-17,211/01a- 1,KB,0,Initial,0,3568.9032,Offshore,
211,0,,1978-01-31,https://www.og.decc.gov.uk/pls/wons/wdep0100.wellHeaderData?p_quadNo=211&p_blockNo=2&p_block_suffix=+&p_platform=+&p_drilling_seq_no=1&p_well_suffix=+,United Kingdom,1.288222,Abandoned,,,2,Vertical,1978-01-05,1,61.99125,372.89232,Exploration,25.17648,1977-10-05,211/02- 1,KB,0,Initial,0,4034.75952,Offshore,
